instituicao,uf,exercicio,coluna,conta,periodo,periodicidade,valor,cores,mr,mr_mes,mes,mes_ano,final_mes,mes_ano_end
Governo do Estado do Espírito Santo,ES,2019,<MR-11>,ICMS,6,B,960983796.91,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Espírito Santo,ES,2019,<MR-2>,ICMS,6,B,940636178.62,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado do Espírito Santo,ES,2019,<MR-3>,ICMS,6,B,916930291.84,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado do Espírito Santo,ES,2019,<MR-4>,ICMS,6,B,998310972.41,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado do Espírito Santo,ES,2019,<MR-5>,ICMS,6,B,918132183.63,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado do Espírito Santo,ES,2019,<MR-6>,ICMS,6,B,952138890.45,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado do Espírito Santo,ES,2019,<MR-7>,ICMS,6,B,981513816.02,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado do Espírito Santo,ES,2019,<MR-8>,ICMS,6,B,928495571.95,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado do Espírito Santo,ES,2019,<MR-9>,ICMS,6,B,875733703.95,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado do Espírito Santo,ES,2019,<MR>,ICMS,6,B,965135934.46,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Maranhão,MA,2015,<MR-1>,ICMS,6,B,446428990.95,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Maranhão,MA,2015,<MR-10>,ICMS,6,B,461112701.03,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Maranhão,MA,2015,<MR-11>,ICMS,6,B,383224681.87,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Maranhão,MA,2015,<MR-2>,ICMS,6,B,457593229.32,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado do Maranhão,MA,2015,<MR-3>,ICMS,6,B,437914432.26,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado do Maranhão,MA,2015,<MR-4>,ICMS,6,B,426706298.56,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado do Maranhão,MA,2015,<MR-5>,ICMS,6,B,397313572.6,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado do Maranhão,MA,2015,<MR-6>,ICMS,6,B,449519880.41,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado do Maranhão,MA,2015,<MR-7>,ICMS,6,B,381219854.85,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado do Maranhão,MA,2015,<MR-8>,ICMS,6,B,382501588.58,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado do Maranhão,MA,2015,<MR-9>,ICMS,6,B,375036575.74,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado do Maranhão,MA,2015,<MR>,ICMS,6,B,369054747.62,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado do Maranhão,MA,2016,<MR-1>,ICMS,6,B,538777516.01,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado do Maranhão,MA,2016,<MR-10>,ICMS,6,B,454746666.75,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado do Maranhão,MA,2016,<MR-11>,ICMS,6,B,526224577.47,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado do Maranhão,MA,2016,<MR-2>,ICMS,6,B,496421623.26,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado do Maranhão,MA,2016,<MR-3>,ICMS,6,B,512306777.04,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado do Maranhão,MA,2016,<MR-4>,ICMS,6,B,473851080.28,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado do Maranhão,MA,2016,<MR-5>,ICMS,6,B,493832149.51,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado do Maranhão,MA,2016,<MR-6>,ICMS,6,B,532231585.29,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado do Maranhão,MA,2016,<MR-7>,ICMS,6,B,443668775.81,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado do Maranhão,MA,2016,<MR-8>,ICMS,6,B,461785820.33,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado do Maranhão,MA,2016,<MR-9>,ICMS,6,B,408084722.13,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado do Maranhão,MA,2016,<MR>,ICMS,6,B,594163036.11,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado do Maranhão,MA,2017,<MR-1>,ICMS,6,B,569889213.65,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado do Maranhão,MA,2017,<MR-10>,ICMS,6,B,489754262.37,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado do Maranhão,MA,2017,<MR-11>,ICMS,6,B,488702277.25,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado do Maranhão,MA,2017,<MR-2>,ICMS,6,B,536551395.93,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado do Maranhão,MA,2017,<MR-3>,ICMS,6,B,573935767.49,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado do Maranhão,MA,2017,<MR-4>,ICMS,6,B,532649645.33,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado do Maranhão,MA,2017,<MR-5>,ICMS,6,B,514625035.86,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Maranhão,MA,2017,<MR-6>,ICMS,6,B,548973271.36,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Maranhão,MA,2017,<MR-7>,ICMS,6,B,570559852.33,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Maranhão,MA,2017,<MR-8>,ICMS,6,B,377312680.28,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Maranhão,MA,2017,<MR-9>,ICMS,6,B,508943319.62,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Maranhão,MA,2017,<MR>,ICMS,6,B,553683162.94,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Maranhão,MA,2018,<MR-1>,ICMS,6,B,682443057.69,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Maranhão,MA,2018,<MR-10>,ICMS,6,B,491420465.33,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado do Maranhão,MA,2018,<MR-11>,ICMS,6,B,544816892.89,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado do Maranhão,MA,2018,<MR-2>,ICMS,6,B,582458650.15,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado do Maranhão,MA,2018,<MR-3>,ICMS,6,B,668307629.11,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado do Maranhão,MA,2018,<MR-4>,ICMS,6,B,638098387.27,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado do Maranhão,MA,2018,<MR-5>,ICMS,6,B,593562206.57,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Maranhão,MA,2018,<MR-6>,ICMS,6,B,606802274.87,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Maranhão,MA,2018,<MR-7>,ICMS,6,B,463149423.25,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Maranhão,MA,2018,<MR-8>,ICMS,6,B,490250464.8,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Maranhão,MA,2018,<MR-9>,ICMS,6,B,472116058.01,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Maranhão,MA,2018,<MR>,ICMS,6,B,647832908.27,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Maranhão,MA,2019,<MR-1>,ICMS,6,B,761210318.15,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Maranhão,MA,2019,<MR-10>,ICMS,6,B,93790811.41,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado do Maranhão,MA,2019,<MR-11>,ICMS,6,B,737297628.61,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Maranhão,MA,2019,<MR-2>,ICMS,6,B,273050169.51,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado do Maranhão,MA,2019,<MR-3>,ICMS,6,B,703854701.17,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado do Maranhão,MA,2019,<MR-4>,ICMS,6,B,761055357.78,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado do Maranhão,MA,2019,<MR-5>,ICMS,6,B,821153026.25,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado do Maranhão,MA,2019,<MR-6>,ICMS,6,B,721671462.65,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado do Maranhão,MA,2019,<MR-7>,ICMS,6,B,705442312.22,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado do Maranhão,MA,2019,<MR-8>,ICMS,6,B,575627069.59,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado do Maranhão,MA,2019,<MR-9>,ICMS,6,B,944579840.57,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado do Maranhão,MA,2019,<MR>,ICMS,6,B,756646682.09,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Mato Grosso,MT,2015,<MR-1>,ICMS,6,B,670804046.98,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Mato Grosso,MT,2015,<MR-10>,ICMS,6,B,552445413.84,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Mato Grosso,MT,2015,<MR-11>,ICMS,6,B,586026705.58,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Mato Grosso,MT,2015,<MR-2>,ICMS,6,B,684295192.15,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado do Mato Grosso,MT,2015,<MR-3>,ICMS,6,B,655089690.44,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado do Mato Grosso,MT,2015,<MR-4>,ICMS,6,B,622137187.42,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado do Mato Grosso,MT,2015,<MR-5>,ICMS,6,B,633539253.05,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado do Mato Grosso,MT,2015,<MR-6>,ICMS,6,B,606894561.99,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado do Mato Grosso,MT,2015,<MR-7>,ICMS,6,B,577898935.02,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado do Mato Grosso,MT,2015,<MR-8>,ICMS,6,B,634009990.54,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado do Mato Grosso,MT,2015,<MR-9>,ICMS,6,B,562968242.92,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado do Mato Grosso,MT,2015,<MR>,ICMS,6,B,992353970.23,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado do Mato Grosso,MT,2016,<MR-1>,ICMS,6,B,788742918.8,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado do Mato Grosso,MT,2016,<MR-10>,ICMS,6,B,633258524.13,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado do Mato Grosso,MT,2016,<MR-11>,ICMS,6,B,694798095.71,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado do Mato Grosso,MT,2016,<MR-2>,ICMS,6,B,795888038.38,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado do Mato Grosso,MT,2016,<MR-3>,ICMS,6,B,661106407.35,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado do Mato Grosso,MT,2016,<MR-4>,ICMS,6,B,701754860.98,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado do Mato Grosso,MT,2016,<MR-5>,ICMS,6,B,731628074.12,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado do Mato Grosso,MT,2016,<MR-6>,ICMS,6,B,703390401.45,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado do Mato Grosso,MT,2016,<MR-7>,ICMS,6,B,677398199.36,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado do Mato Grosso,MT,2016,<MR-8>,ICMS,6,B,671356912.47,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado do Mato Grosso,MT,2016,<MR-9>,ICMS,6,B,636467890.94,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado do Mato Grosso,MT,2016,<MR>,ICMS,6,B,735306200.59,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado do Mato Grosso,MT,2017,<MR-1>,ICMS,6,B,805800283.77,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado do Mato Grosso,MT,2017,<MR-10>,ICMS,6,B,639942771.32,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado do Mato Grosso,MT,2017,<MR-11>,ICMS,6,B,696986991.6,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado do Mato Grosso,MT,2017,<MR-2>,ICMS,6,B,858634052.2,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado do Mato Grosso,MT,2017,<MR-3>,ICMS,6,B,909288335.61,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado do Mato Grosso,MT,2017,<MR-4>,ICMS,6,B,760729957.45,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado do Mato Grosso,MT,2017,<MR-5>,ICMS,6,B,733497845.79,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Mato Grosso,MT,2017,<MR-6>,ICMS,6,B,704439289.47,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Mato Grosso,MT,2017,<MR-7>,ICMS,6,B,672704853.56,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Mato Grosso,MT,2017,<MR-8>,ICMS,6,B,688142504.38,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Mato Grosso,MT,2017,<MR-9>,ICMS,6,B,659256788.95,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Mato Grosso,MT,2017,<MR>,ICMS,6,B,920390056.36,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Mato Grosso,MT,2018,<MR-1>,ICMS,6,B,916703259.25,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Mato Grosso,MT,2018,<MR-10>,ICMS,6,B,732013909.47,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado do Mato Grosso,MT,2018,<MR-11>,ICMS,6,B,805943833.48,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado do Mato Grosso,MT,2018,<MR-2>,ICMS,6,B,928738834.78,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado do Mato Grosso,MT,2018,<MR-3>,ICMS,6,B,1062962254.5,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado do Mato Grosso,MT,2018,<MR-4>,ICMS,6,B,1001904703.01,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado do Mato Grosso,MT,2018,<MR-5>,ICMS,6,B,972126990.9,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Mato Grosso,MT,2018,<MR-6>,ICMS,6,B,779284367.65,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Mato Grosso,MT,2018,<MR-7>,ICMS,6,B,810646306.91,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Mato Grosso,MT,2018,<MR-8>,ICMS,6,B,802047515.2,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Mato Grosso,MT,2018,<MR-9>,ICMS,6,B,746313211.63,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Mato Grosso,MT,2018,<MR>,ICMS,6,B,879742636.26,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Mato Grosso,MT,2019,<MR-1>,ICMS,6,B,1127279000.58,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Mato Grosso,MT,2019,<MR-10>,ICMS,6,B,834853032.21,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado do Mato Grosso,MT,2019,<MR-11>,ICMS,6,B,760446661.88,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Mato Grosso,MT,2019,<MR-2>,ICMS,6,B,1033094134.3,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado do Mato Grosso,MT,2019,<MR-3>,ICMS,6,B,868071364.57,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado do Mato Grosso,MT,2019,<MR-4>,ICMS,6,B,1025067335.85,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado do Mato Grosso,MT,2019,<MR-5>,ICMS,6,B,883063234.62,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado do Mato Grosso,MT,2019,<MR-6>,ICMS,6,B,764833540.85,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado do Mato Grosso,MT,2019,<MR-7>,ICMS,6,B,849133154.51,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado do Mato Grosso,MT,2019,<MR-8>,ICMS,6,B,914308114.12,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado do Mato Grosso,MT,2019,<MR-9>,ICMS,6,B,801256916.61,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado do Mato Grosso,MT,2019,<MR>,ICMS,6,B,1453262018.73,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-1>,ICMS,6,B,577355560.67,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-10>,ICMS,6,B,523211412.76,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-11>,ICMS,6,B,587682625.99,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-2>,ICMS,6,B,585179815.52,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-3>,ICMS,6,B,586553488.83,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-4>,ICMS,6,B,604777681.93,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-5>,ICMS,6,B,595703094.03,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-6>,ICMS,6,B,571703195.52,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-7>,ICMS,6,B,580281807.78,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-8>,ICMS,6,B,605326293.31,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR-9>,ICMS,6,B,547978168.58,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado do Mato Grosso do Sul,MS,2015,<MR>,ICMS,6,B,563798404.13,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-1>,ICMS,6,B,594688944.93,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-10>,ICMS,6,B,591768563.53,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-11>,ICMS,6,B,597156953.74,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-2>,ICMS,6,B,566651691.1,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-3>,ICMS,6,B,600013454.93,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-4>,ICMS,6,B,592642760.12,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-5>,ICMS,6,B,588812892.57,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-6>,ICMS,6,B,560254770.69,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-7>,ICMS,6,B,577453360.47,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-8>,ICMS,6,B,646022277.41,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR-9>,ICMS,6,B,610693516.92,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado do Mato Grosso do Sul,MS,2016,<MR>,ICMS,6,B,594067601.07,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-1>,ICMS,6,B,700522366.51,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-10>,ICMS,6,B,509325399.8,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-11>,ICMS,6,B,589699991.28,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-2>,ICMS,6,B,664897408.08,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-3>,ICMS,6,B,658259870.84,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-4>,ICMS,6,B,653438243.98,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-5>,ICMS,6,B,611151178.52,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-6>,ICMS,6,B,632544960.36,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-7>,ICMS,6,B,638194358.24,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-8>,ICMS,6,B,623191900.53,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR-9>,ICMS,6,B,587791472.39,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Mato Grosso do Sul,MS,2017,<MR>,ICMS,6,B,742192455.81,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-1>,ICMS,6,B,783780752.19,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-10>,ICMS,6,B,606103619.5,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-11>,ICMS,6,B,704122077.62,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-2>,ICMS,6,B,702413552.62,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-3>,ICMS,6,B,741914502.82,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-4>,ICMS,6,B,732111156.8,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-5>,ICMS,6,B,766460009.83,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-6>,ICMS,6,B,667151333.43,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-7>,ICMS,6,B,678546923.41,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-8>,ICMS,6,B,757614960.35,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR-9>,ICMS,6,B,680155031.28,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Mato Grosso do Sul,MS,2018,<MR>,ICMS,6,B,748341567.14,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Mato Grosso do Sul,MS,2019,<MR-1>,ICMS,6,B,861271468.41,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Mato Grosso do Sul,MS,2019,<MR-10>,ICMS,6,B,711196237.32,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado do Mato Grosso do Sul,MS,2019,<MR-11>,ICMS,6,B,708120565.13,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Mato Grosso do Sul,MS,2019,<MR-2>,ICMS,6,B,758112891.85,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
